나이,성별,결혼,종교,학위,부서,이직계획유무,건강상태,근무지역,공감_tot,공감_com,공감_sen,공감_ins,이직여부,이직퇴직여부,임상경력일,병동경력일,최종임상경력일,최종병동경력일_참고만,최종임상경력월,최종임상경력월_소수점반올림,최종임상경력년,년차_2
30,2,2,5,1,2,2,3,1,3.882352941,3.5,4,4.5,1,1,3680,395,3557,272,118.5666667,119,10,4
42,2,2,1,1,1,2,2,1,3.529411765,3.25,4,3.5,0,0,2615,1245,2615,1245,87.16666667,87,8,4
28,2,2,5,2,1,1,2,1,3.411764706,3.375,3.6,3.25,1,1,1760,485,1570,295,52.33333333,52,6,3
39,2,1,5,1,1,1,4,4,3.705882353,3.625,4,3.5,0,0,2980,790,2980,790,99.33333333,99,9,4
25,2,2,1,2,2,1,3,1,3.411764706,3.5,3.4,3.25,0,0,665,665,665,665,22.16666667,22,2,2
28,2,1,5,2,1,1,3,3,3.470588235,3.25,3.6,3.75,0,0,730,0,730,0,24.33333333,24,2,2
27,2,2,3,2,2,1,2,1,3.470588235,3.25,4,3.25,0,0,240,240,240,240,8,8,1,1
25,2,2,5,1,2,1,3,1,4.117647059,4.125,4.2,4,0,0,2220,2155,2220,2155,74,74,7,4
33,2,1,1,1,2,1,2,1,3.058823529,3.125,3,3,0,0,1975,365,1975,365,65.83333333,66,7,3
26,2,2,1,2,1,2,2,1,4.294117647,4.75,3.8,4,1,1,2310,1885,2214,1789,73.8,74,7,4
25,2,2,5,1,2,2,2,1,3.588235294,3.625,3.6,3.5,0,0,2585,1730,2585,1730,86.16666667,86,8,4
29,2,2,5,2,1,2,3,5,3.411764706,3.375,3.2,3.75,0,0,2705,2705,2705,2705,90.16666667,90,8,4
56,2,1,1,2,1,1,3,1,4.058823529,4.5,3.6,3.75,0,0,3650,1155,3650,1155,121.6666667,122,11,4
30,2,1,5,2,2,1,2,5,3.882352941,4.125,4,3.25,1,1,2980,790,2226,36,74.2,74,7,4
30,2,1,1,2,2,2,2,1,3.705882353,3.875,3.8,3.25,0,0,3585,1855,3585,1855,119.5,120,10,4
26,2,2,1,1,2,1,2,1,4.176470588,4.375,4.2,3.75,1,1,1640,635,1245,240,41.5,42,4,3
31,2,2,2,2,2,2,2,1,3.764705882,3.625,4,3.75,0,0,3680,2125,3680,2125,122.6666667,123,11,4
26,2,2,1,2,1,2,2,1,3.235294118,3.25,3.4,3,0,0,605,120,605,120,20.16666667,20,2,2
28,1,1,5,1,1,2,2,5,4.117647059,4,4.4,4,0,0,2250,1855,2250,1855,75,75,7,4
28,2,2,1,2,1,2,2,1,3.823529412,4.25,3.4,3.5,0,0,2220,1855,2220,1855,74,74,7,4
25,2,1,2,2,2,1,2,3,4.117647059,4,4.4,4,0,0,1095,730,1095,730,36.5,37,4,3
43,2,2,2,1,2,1,2,1,3.411764706,3.5,3.4,3.25,0,0,7025,545,7025,545,234.1666667,234,20,4
27,1,2,1,2,1,1,2,3,4.117647059,3.875,4.8,3.75,0,0,730,365,730,365,24.33333333,24,2,2
26,2,2,5,2,1,1,3,1,4,4.25,4.2,3.25,0,0,2520,1790,2520,1790,84,84,7,4
27,2,2,2,2,1,1,3,5,3.529411765,3.625,3.6,3.25,0,0,1670,90,1670,90,55.66666667,56,6,3
46,2,2,2,1,2,1,3,1,3.764705882,3.625,4.2,3.5,1,1,2950,485,2782,317,92.73333333,93,8,4
26,2,1,5,1,2,1,2,1,3.705882353,3.625,4.2,3.25,0,0,1825,240,1825,240,60.83333333,61,7,3
25,2,2,2,1,1,2,3,1,3.705882353,3.125,4.4,4,0,0,1490,425,1490,425,49.66666667,50,6,3
25,2,2,1,2,1,1,3,1,3.823529412,3.75,3.6,4.25,1,1,2035,425,1553,-57,51.76666667,52,6,3
29,2,1,1,2,2,2,3,1,3.411764706,3.25,3.8,3.25,0,0,1825,1825,1825,1825,60.83333333,61,7,3
25,2,2,5,2,1,1,3,5,3.882352941,3.75,4,4,0,0,790,180,790,180,26.33333333,26,3,2
25,2,2,2,1,1,2,2,1,4,4.25,3.8,3.75,0,0,1305,1305,1305,1305,43.5,44,4,3
26,2,2,1,1,2,1,2,1,3.529411765,3.5,3.4,3.75,0,0,1245,485,1245,485,41.5,42,4,3
26,2,2,5,1,2,1,3,1,3.529411765,3.25,3.8,3.75,1,1,2125,820,1701,396,56.7,57,6,3
27,2,2,5,2,1,2,2,1,3.823529412,3.625,4.2,3.75,0,0,730,120,730,120,24.33333333,24,2,2
41,2,1,1,1,2,2,2,1,4.058823529,4,4.4,3.75,0,0,2920,180,2920,180,97.33333333,97,9,4
28,2,2,5,2,1,1,2,1,4.647058824,4.75,4.4,4.75,0,0,1610,665,1610,665,53.66666667,54,6,3
25,2,2,2,2,1,1,2,1,3.470588235,3.625,3.6,3,1,1,1000,455,904,359,30.13333333,30,3,2
28,2,2,1,2,1,1,2,1,4.294117647,4.5,3.8,4.5,1,1,2885,695,2581,391,86.03333333,86,8,4
28,2,2,1,2,1,1,2,1,3.352941176,3.375,3.2,3.5,0,0,1460,210,1460,210,48.66666667,49,6,3
30,2,2,2,2,2,1,3,1,3.647058824,3.875,3.2,3.75,0,0,2065,1460,2065,1460,68.83333333,69,7,3
27,2,2,5,1,2,1,2,1,3.882352941,3.75,4.2,3.75,0,0,3010,1305,3010,1305,100.3333333,100,9,4
28,2,2,1,2,1,2,2,1,3.941176471,3.875,4.2,3.75,0,0,3040,1185,3040,1185,101.3333333,101,9,4
25,2,2,5,1,1,2,3,1,5,5,5,5,0,0,730,60,730,60,24.33333333,24,2,2
31,2,1,5,2,1,2,2,1,4,4,4,4,0,0,3285,2190,3285,2190,109.5,110,10,4
26,2,2,1,2,2,1,3,1,3.705882353,3.5,4.2,3.5,1,1,1245,575,986,316,32.86666667,33,3,2
32,2,2,5,2,2,1,1,4,4.411764706,4.125,4.4,5,0,0,1460,365,1460,365,48.66666667,49,6,3
28,2,2,5,2,2,2,3,1,3.352941176,3.125,3.6,3.5,0,0,2310,1580,2310,1580,77,77,7,4
34,2,1,1,2,1,1,3,1,3.529411765,3.25,4,3.5,0,0,2795,1095,2795,1095,93.16666667,93,8,4
27,2,2,2,2,2,2,2,1,3.941176471,4,4.2,3.5,0,0,1395,850,1395,850,46.5,47,4,3
30,1,2,1,1,2,1,2,5,3.588235294,3.75,3.6,3.25,1,1,1490,760,941,211,31.36666667,31,3,2
30,2,2,5,2,2,1,2,1,3.705882353,3.875,3.4,3.75,1,1,1790,395,1759,364,58.63333333,59,6,3
31,2,2,1,2,1,2,3,1,3.823529412,3.875,4,3.5,0,0,3130,1305,3130,1305,104.3333333,104,9,4
30,2,2,2,2,2,1,2,1,4.117647059,4.25,3.8,4.25,0,0,3220,3220,3220,3220,107.3333333,107,9,4
28,2,1,1,2,2,1,3,1,4.058823529,4,4.2,4,0,0,425,425,425,425,14.16666667,14,2,2
25,2,2,3,2,2,1,2,1,3.294117647,3.25,3.6,3,0,0,545,1825,545,1825,18.16666667,18,2,2
31,2,1,5,2,1,1,3,1,3.823529412,4,4,3.25,0,0,2825,2825,2825,2825,94.16666667,94,8,4
28,2,1,5,1,2,2,3,3,3.235294118,2.875,3.6,3.5,0,0,2950,395,2950,395,98.33333333,98,9,4
49,2,1,5,2,1,2,2,5,3.117647059,2.625,3.6,3.5,0,0,7450,2795,7450,2795,248.3333333,248,21,4
26,2,2,5,2,2,1,3,1,3.705882353,3.625,4.2,3.25,0,0,425,30,425,30,14.16666667,14,2,2
35,2,2,1,1,1,2,2,5,3.529411765,3.625,3.2,3.75,0,0,4745,1460,4745,1460,158.1666667,158,14,4
28,2,2,5,1,2,1,3,1,3.588235294,3.625,3.4,3.75,1,1,1700,485,1622,407,54.06666667,54,6,3
30,2,2,1,2,1,1,3,1,3.882352941,3.875,4.4,3.25,0,0,1915,1825,1915,1825,63.83333333,64,7,3
40,2,1,1,1,1,2,2,1,4.176470588,4.25,4.2,4,0,0,4380,1825,4380,1825,146,146,13,4
32,2,2,5,2,1,2,2,1,3.823529412,3.875,3.6,4,0,0,4045,1855,4045,1855,134.8333333,135,12,4
27,2,2,3,1,2,1,3,1,3.235294118,3.5,3.4,2.5,0,0,1825,365,1825,365,60.83333333,61,7,3
24,2,2,5,1,1,2,2,5,3.588235294,3.25,4,3.75,0,0,1700,1185,1700,1185,56.66666667,57,6,3
26,2,2,5,2,1,1,2,1,3.705882353,3.5,4,3.75,0,0,1335,1335,1335,1335,44.5,45,4,3
27,2,2,5,2,1,1,2,1,4.117647059,4.25,4,4,0,0,1945,1945,1945,1945,64.83333333,65,7,3
34,2,1,2,3,1,2,2,1,3,2.75,3.4,3,0,0,4045,2585,4045,2585,134.8333333,135,12,4
27,2,1,5,1,1,1,3,1,3.235294118,2.875,3.8,3.25,0,0,1095,1095,1095,1095,36.5,37,4,3
25,2,2,5,2,1,2,3,1,3.352941176,3.125,4,3,0,0,1155,240,1155,240,38.5,39,4,3
36,2,2,2,2,1,1,2,1,3.941176471,4,3.8,4,0,0,1885,1335,1885,1335,62.83333333,63,7,3
32,2,1,5,2,1,1,3,1,2.882352941,3.25,2.6,2.5,1,1,4045,635,3703,293,123.4333333,123,11,4
24,2,2,1,2,2,1,3,1,3.411764706,3.5,3.6,3,1,1,1155,395,1048,288,34.93333333,35,3,2
32,2,2,1,1,1,1,2,1,3.647058824,3.625,3.6,3.75,0,0,2250,180,2250,180,75,75,7,4
35,2,1,5,1,2,1,4,1,3.764705882,3.375,4,4.25,0,0,545,545,545,545,18.16666667,18,2,2
25,2,2,3,2,2,1,2,5,3.294117647,3.25,3.2,3.5,1,1,1155,425,882,152,29.4,29,3,2
24,2,1,5,1,2,1,3,1,3.411764706,3.375,3.6,3.25,1,1,1580,695,846,-39,28.2,28,3,2
33,2,1,5,2,1,1,4,1,3.176470588,3.375,2.8,3.25,0,0,1550,605,1550,605,51.66666667,52,6,3
38,2,1,5,2,2,1,2,1,3.647058824,3.75,3.2,4,0,0,1490,760,1490,760,49.66666667,50,6,3
30,2,1,5,1,2,1,2,1,3.470588235,3.375,3.4,3.75,0,0,2220,395,2220,395,74,74,7,4
31,2,2,1,2,2,2,3,1,4.058823529,3.75,4.6,4,0,0,3465,790,3465,790,115.5,116,10,4
33,1,2,2,2,1,1,3,1,4,3.75,4.4,4,0,0,635,515,635,515,21.16666667,21,2,2
30,2,1,5,2,1,1,4,1,3.647058824,3.5,4,3.5,1,1,2645,2645,2050,2050,68.33333333,68,7,3
30,2,2,3,1,2,1,3,1,3.764705882,3.5,4,4,1,1,2250,395,1854,-1,61.8,62,7,3
32,2,2,5,2,1,1,2,5,3.705882353,3.5,4,3.75,0,0,2615,395,2615,395,87.16666667,87,8,4
28,2,2,5,2,1,2,3,1,3.294117647,2.875,4,3.25,0,0,1215,730,1215,730,40.5,41,4,3
34,2,1,1,2,1,1,2,1,3.823529412,4.125,3.6,3.5,0,0,2280,425,2280,425,76,76,7,4
27,2,2,5,2,2,2,2,5,4,4.25,3.6,4,0,0,2765,2250,2765,2250,92.16666667,92,8,4
51,2,1,5,2,1,2,2,1,4,4,4,4,0,0,2065,2065,2065,2065,68.83333333,69,7,3
30,2,1,1,2,2,2,3,3,3.411764706,3.25,3.2,4,0,0,2190,515,2190,515,73,73,7,4
25,2,2,1,2,2,1,3,1,4.117647059,4.5,3.8,3.75,0,0,1365,940,1365,940,45.5,46,4,3
30,2,2,5,2,1,1,3,5,3.294117647,3.5,3,3.25,0,0,1790,575,1790,575,59.66666667,60,6,3
27,2,2,2,2,1,1,2,1,3.176470588,3.25,3.2,3,1,1,2705,2065,2173,1533,72.43333333,72,7,3
27,2,2,5,1,1,2,2,4,3.882352941,3.75,4,4,0,0,1395,60,1395,60,46.5,47,4,3
30,2,2,3,1,1,2,3,1,4.470588235,4.875,4,4.25,0,0,2920,1095,2920,1095,97.33333333,97,9,4
28,2,2,5,2,2,1,1,3,4.176470588,4.125,4.4,4,1,1,2585,760,2165,340,72.16666667,72,7,3
43,2,1,2,2,1,1,2,1,4.941176471,5,5,4.75,0,0,3650,730,3650,730,121.6666667,122,11,4
28,2,1,5,1,2,2,1,3,3.764705882,4,3.6,3.5,0,0,4045,2765,4045,2765,134.8333333,135,12,4
35,1,2,5,2,2,2,2,1,3.588235294,3.5,3.8,3.5,0,0,3285,1490,3285,1490,109.5,110,10,4
23,2,2,5,2,1,2,2,1,4.823529412,4.875,5,4.5,0,0,60,60,60,60,2,2,1,1
36,2,2,4,2,1,2,1,1,3.588235294,3.375,4,3.5,0,0,2920,1460,2920,1460,97.33333333,97,9,4
35,2,2,5,2,2,2,2,5,3.411764706,3.625,3,3.5,0,0,4775,730,4775,730,159.1666667,159,14,4
27,2,2,5,1,1,2,3,1,3.529411765,3.625,3.4,3.5,1,1,2585,1520,1934,869,64.46666667,64,7,3
25,1,2,5,2,1,1,2,1,3.705882353,3.625,3.8,3.75,0,0,300,150,300,150,10,10,1,1
25,2,2,5,1,2,1,2,1,3.882352941,3.625,4.2,4,0,0,1095,665,1095,665,36.5,37,4,3
28,2,2,5,2,2,1,3,1,3.588235294,3.5,4.2,3,0,0,2555,2555,2555,2555,85.16666667,85,8,4
52,2,1,2,3,2,2,2,1,4.176470588,4.125,4.2,4.25,0,0,3250,1490,3250,1490,108.3333333,108,9,4
40,2,1,3,1,2,1,3,1,3.941176471,3.75,4.2,4,0,0,2190,210,2190,210,73,73,7,4
31,2,2,5,2,1,2,2,1,3.941176471,3.875,4,4,0,0,3680,1490,3680,1490,122.6666667,123,11,4
28,2,2,1,2,2,1,2,1,3.647058824,3.5,3.6,4,0,0,2735,910,2735,910,91.16666667,91,8,4
28,2,2,5,2,2,1,3,5,3.176470588,3.375,3,3,0,0,3315,1490,3315,1490,110.5,111,10,4
33,2,1,5,1,1,1,2,4,3.529411765,4.125,3,3,0,0,3525,1670,3525,1670,117.5,118,10,4
30,2,2,1,2,2,2,2,1,4.058823529,4.25,4,3.75,0,0,2555,1095,2555,1095,85.16666667,85,8,4
29,2,2,2,1,1,1,3,1,4.176470588,4.25,4.6,3.5,0,0,1760,1125,1760,1125,58.66666667,59,6,3
32,2,1,2,1,1,2,2,1,3.529411765,3.625,4,2.75,0,0,3100,1460,3100,1460,103.3333333,103,9,4
28,2,2,5,1,2,1,3,1,3.882352941,3.875,4,3.75,0,0,1425,425,1425,425,47.5,48,4,3
28,2,2,3,2,2,1,2,1,3.882352941,3.875,4.6,3,0,0,365,109.5,365,109.5,12.16666667,12,1,1
28,2,2,5,2,1,2,3,1,4.058823529,4.125,4.2,3.75,1,1,1490,1125,715,350,23.83333333,24,2,2
50,2,1,2,1,1,2,3,1,4.176470588,4.25,4.2,4,1,1,4045,545,3846,346,128.2,128,11,4
29,2,2,1,1,2,1,3,1,4.647058824,5,4.4,4.25,0,0,3315,1125,3315,1125,110.5,111,10,4
30,2,2,5,1,1,1,3,1,3.411764706,3.5,3.4,3.25,0,0,2980,1520,2980,1520,99.33333333,99,9,4
24,2,2,5,1,1,2,2,5,3.882352941,3.625,4.4,3.75,0,0,90,90,90,90,3,3,1,1
30,2,1,1,1,2,2,2,1,3.235294118,3.125,3.4,3.25,0,0,4345,2065,4345,2065,144.8333333,145,13,4
32,2,1,5,1,2,2,1,1,3.882352941,3.75,4.2,3.75,0,0,2250,1155,2250,1155,75,75,7,4
29,2,2,5,2,1,2,2,5,3.647058824,3.5,4,3.5,0,0,2555,910,2555,910,85.16666667,85,8,4
32,2,2,2,1,1,1,3,1,4.294117647,4.25,4.2,4.5,0,0,1790,1460,1790,1460,59.66666667,60,6,3
23,2,2,2,2,1,1,3,1,3.764705882,4,3.8,3.25,1,1,1155,395,1093,333,36.43333333,36,3,2
27,2,2,5,2,1,1,2,1,3.058823529,3.125,3,3,1,1,1060,395,632,-33,21.06666667,21,2,2
28,2,2,5,2,2,1,2,5,3.705882353,3.75,4,3.25,0,0,1825,1095,1825,1095,60.83333333,61,7,3
26,2,1,5,2,1,2,3,1,3.882352941,4.125,3.8,3.5,1,1,1885,425,1786,326,59.53333333,60,6,3
45,1,2,1,2,1,1,3,1,3.647058824,3.625,3.8,3.5,0,0,2765,1215,2765,1215,92.16666667,92,8,4
29,2,2,5,2,2,2,2,1,3.764705882,3.625,4.6,3,1,1,2005,545,1746,286,58.2,58,6,3
24,2,2,1,2,1,2,2,5,4.294117647,4.75,4.2,3.5,0,0,365,365,365,365,12.16666667,12,1,1
30,2,2,4,2,1,1,2,1,3.529411765,3.625,3.6,3.25,1,1,3315,1490,2598,773,86.6,87,8,4
27,2,2,3,1,2,2,2,1,4,4,4,4,1,1,1550,1185,853,488,28.43333333,28,3,2
34,2,1,5,2,1,2,3,1,3.823529412,3.625,4,4,0,0,2125,545,2125,545,70.83333333,71,7,3
32,2,1,1,2,1,1,2,4,3.882352941,3.625,4.2,4,0,0,2765,365,2765,365,92.16666667,92,8,4
28,2,2,1,2,1,1,2,1,3.823529412,3.625,4.4,3.5,0,0,2980,1305,2980,1305,99.33333333,99,9,4
31,1,2,5,1,2,1,2,1,3.470588235,3.625,4.2,2.25,0,0,2430,270,2430,270,81,81,7,4
28,2,2,3,1,1,1,2,1,2.764705882,2.625,3.4,2.25,0,0,1825,300,1825,300,60.83333333,61,7,3
30,2,2,1,2,1,1,2,1,4,4,4.2,3.75,0,0,2340,545,2340,545,78,78,7,4
32,2,2,1,2,2,1,2,1,3.529411765,3.125,4,3.75,0,0,3710,1305,3710,1305,123.6666667,124,11,4
30,2,2,1,1,2,1,2,1,3.117647059,3.125,3,3.25,1,1,4345,515,4162,332,138.7333333,139,12,4
37,2,1,1,1,2,1,2,1,4.117647059,4.125,4.2,4,0,0,4440,1490,4440,1490,148,148,13,4
28,2,2,5,2,2,1,2,4,4.117647059,4.5,3.4,4.25,0,0,1305,1305,1305,1305,43.5,44,4,3
28,2,2,2,2,1,2,3,1,3.294117647,3.125,3.4,3.5,0,0,1825,120,1825,120,60.83333333,61,7,3
25,2,2,5,2,1,2,2,1,3.176470588,3.125,3.4,3,0,0,1730,880,1730,880,57.66666667,58,6,3
29,2,2,1,1,1,1,2,1,3.470588235,3.5,4,2.75,0,0,1730,395,1730,395,57.66666667,58,6,3
27,2,2,5,2,2,1,3,1,3.823529412,4.25,3.4,3.5,0,0,2155,1060,2155,1060,71.83333333,72,7,3
29,2,1,2,2,1,1,3,5,3.294117647,3.5,3,3.25,0,0,2125,1125,2125,1125,70.83333333,71,7,3
30,2,1,5,1,1,1,3,4,3.764705882,3.875,4,3.25,0,0,1460,1460,1460,1460,48.66666667,49,6,3
28,2,2,1,1,2,2,1,1,4.823529412,5,4.8,4.5,0,0,2035,1520,2035,1520,67.83333333,68,7,3
43,2,1,3,2,1,1,3,1,3.352941176,3.5,3.2,3.25,0,0,4345,2370,4345,2370,144.8333333,145,13,4
29,2,2,5,1,1,1,1,2,4.235294118,4.125,4,4.75,0,0,2980,1885,2980,1885,99.33333333,99,9,4
36,1,1,5,1,1,2,3,5,3.294117647,3.5,3.4,2.75,0,0,30,60,30,60,1,1,1,1
31,2,2,1,1,1,2,2,1,4.294117647,4.125,4.6,4.25,0,0,3285,730,3285,730,109.5,110,10,4
26,2,2,2,1,2,2,2,3,3.823529412,3.75,4.2,3.5,0,0,2005,1125,2005,1125,66.83333333,67,7,3
25,2,2,5,1,1,2,3,5,2.411764706,2.125,3.2,2,0,0,1095,1095,1095,1095,36.5,37,4,3
26,2,2,5,1,1,2,2,1,3.647058824,3.75,3.6,3.5,0,0,1275,1275,1275,1275,42.5,43,4,3
26,2,1,1,1,1,1,3,1,3.411764706,3.625,3.4,3,0,0,2190,365,2190,365,73,73,7,4
25,2,2,5,2,2,2,2,5,4.529411765,4.625,4.4,4.5,0,0,1490,1125,1490,1125,49.66666667,50,6,3
35,2,1,1,1,1,1,3,1,3.529411765,3.5,4,3,0,0,2920,1095,2920,1095,97.33333333,97,9,4
25,2,2,1,1,2,1,4,5,4.058823529,3.875,4.4,4,0,0,1855,635,1855,635,61.83333333,62,7,3
26,2,2,5,2,1,2,3,1,4.117647059,4.375,3.8,4,0,0,1550,1550,1550,1550,51.66666667,52,6,3
57,2,1,1,1,1,1,2,1,3.647058824,3.75,3.6,3.5,1,1,4135,665,3807,337,126.9,127,11,4
30,2,1,2,2,1,1,2,5,3.411764706,2.875,3.8,4,0,0,2980,365,2980,365,99.33333333,99,9,4
28,2,2,5,2,1,1,2,1,3.352941176,3.125,3.6,3.5,0,0,2095,515,2095,515,69.83333333,70,7,3
29,2,2,5,1,1,1,3,2,3.470588235,3.125,4.2,3.25,0,0,3345,1275,3345,1275,111.5,112,10,4
34,2,1,1,1,1,2,2,3,4.352941176,4.25,4.6,4.25,1,1,3315,910,2745,340,91.5,92,8,4
29,2,2,5,1,2,2,2,4,3.470588235,3.375,3.8,3.25,0,0,2490,1095,2490,1095,83,83,7,4
27,2,1,1,2,1,1,2,1,3.882352941,3.875,4,3.75,0,0,730,730,730,730,24.33333333,24,2,2
27,2,2,5,2,2,2,3,1,3.647058824,3.75,3.8,3.25,0,0,1825,1460,1825,1460,60.83333333,61,7,3
28,2,2,1,1,2,1,3,1,3.882352941,3.75,4,4,0,0,2310,240,2310,240,77,77,7,4
31,2,1,5,1,1,1,3,1,2.941176471,3.125,3,2.5,1,1,2950,485,2735,270,91.16666667,91,8,4
38,2,1,3,1,1,1,3,1,4.117647059,4.25,4,4,1,1,4345,395,4311,361,143.7,144,12,4
31,2,2,5,1,1,1,3,1,3.470588235,3.375,3.4,3.75,0,0,2340,1215,2340,1215,78,78,7,4
29,2,2,2,2,2,2,2,1,3.176470588,3.25,3.2,3,0,0,1700,515,1700,515,56.66666667,57,6,3
26,2,2,3,2,2,1,3,1,3.294117647,3.125,4,2.75,0,0,60,60,60,60,2,2,1,1
28,2,2,5,1,1,2,2,1,3.470588235,3.25,4,3.25,0,0,2430,1030,2430,1030,81,81,7,4
25,2,2,5,1,1,2,2,1,3.058823529,3.375,2.6,3,0,0,790,605,790,605,26.33333333,26,3,2
27,2,2,5,1,2,1,3,4,3.941176471,3.75,4.4,3.75,0,0,1460,1460,1460,1460,48.66666667,49,6,3
26,2,2,1,2,1,1,2,1,3.823529412,3.875,3.8,3.75,0,0,1365,1365,1365,1365,45.5,46,4,3
29,2,2,5,1,1,2,4,1,3.470588235,3.5,3.6,3.25,0,0,3830,2005,3830,2005,127.6666667,128,11,4
26,2,2,5,2,1,1,3,3,4.294117647,4.25,4.4,4.25,0,0,2220,1915,2220,1915,74,74,7,4
28,2,2,2,2,1,1,2,1,3.529411765,3.375,3.8,3.5,0,0,1460,365,1460,365,48.66666667,49,6,3
32,2,2,1,2,2,2,3,1,3.764705882,3.625,3.8,4,0,0,4255,2280,4255,2280,141.8333333,142,12,4
28,2,2,2,2,1,1,3,1,4.352941176,4.375,4.4,4.25,0,0,2615,1125,2615,1125,87.16666667,87,8,4
26,2,2,5,1,2,1,3,1,3.529411765,3.5,3.6,3.5,0,0,2585,850,2585,850,86.16666667,86,8,4
29,2,2,5,2,1,1,2,1,3.647058824,3.625,3.8,3.5,0,0,2885,2885,2885,2885,96.16666667,96,8,4
27,2,2,3,1,2,1,3,5,3.705882353,3.375,4.4,3.5,0,0,730,365,730,365,24.33333333,24,2,2
27,2,2,5,2,1,2,2,5,3.411764706,3.375,3.2,3.75,0,0,1095,1095,1095,1095,36.5,37,4,3
27,2,1,1,2,1,1,2,1,4.117647059,4,4.6,3.75,1,1,485,485,91,91,3.033333333,3,1,1
26,2,2,5,1,2,2,2,1,3.764705882,4,3.6,3.5,0,0,1490,1490,1490,1490,49.66666667,50,6,3
31,2,1,5,1,2,2,2,1,3.647058824,3.75,3.4,3.75,0,0,3100,365,3100,365,103.3333333,103,9,4
32,2,1,5,2,2,2,2,1,4.470588235,4.5,4.4,4.5,0,0,3465,240,3465,240,115.5,116,10,4
25,2,2,5,1,2,1,3,5,3.529411765,3.375,3.6,3.75,0,0,2220,1155,2220,1155,74,74,7,4
27,2,2,5,1,1,2,2,1,3.294117647,3,4.2,2.75,0,0,2980,2340,2980,2340,99.33333333,99,9,4
30,2,1,5,2,1,2,3,1,3.764705882,4,3.6,3.5,0,0,2920,1095,2920,1095,97.33333333,97,9,4
42,2,1,1,1,2,2,3,1,4.352941176,4.25,4.4,4.5,0,0,1610,665,1610,665,53.66666667,54,6,3
26,2,2,1,2,1,1,3,1,3.235294118,2.75,3.8,3.5,0,0,1855,910,1855,910,61.83333333,62,7,3
25,2,2,5,2,1,1,2,1,3.764705882,3.5,4,4,0,0,395,395,395,395,13.16666667,13,2,2
26,2,2,1,2,2,2,1,1,3.529411765,3.375,3.8,3.5,0,0,1460,1095,1460,1095,48.66666667,49,6,3
26,2,2,2,2,1,1,3,1,3.058823529,2.875,3.4,3,0,0,1275,730,1275,730,42.5,43,4,3
25,2,2,5,2,2,1,3,1,4.294117647,3.75,5,4.5,1,1,1855,635,1474,254,49.13333333,49,6,3
29,2,2,5,2,1,1,3,1,3.294117647,3.5,3,3.25,0,0,1700,760,1700,760,56.66666667,57,6,3
28,2,1,5,1,1,1,3,1,4.117647059,4.5,3.4,4.25,0,0,2645,1855,2645,1855,88.16666667,88,8,4
27,2,1,5,2,1,2,3,1,3.529411765,3,4.2,3.75,0,0,1790,1790,1790,1790,59.66666667,60,6,3
30,2,2,5,2,2,1,1,2,3.470588235,3.5,3.8,3,0,0,730,730,730,730,24.33333333,24,2,2
27,2,2,5,2,2,1,1,5,4.235294118,4.5,4,4,0,0,1095,1095,1095,1095,36.5,37,4,3
30,2,1,3,2,1,2,1,5,3.764705882,4,3.6,3.5,0,0,2615,1155,2615,1155,87.16666667,87,8,4
33,2,1,1,3,1,2,2,1,4.352941176,4.5,4,4.5,0,0,4045,940,4045,940,134.8333333,135,12,4
32,2,1,1,2,2,1,2,1,3.882352941,3.875,4,3.75,0,0,1640,2220,1640,2220,54.66666667,55,6,3
33,2,1,5,1,2,1,2,1,3.058823529,3.375,2.8,2.75,0,0,1490,1125,1490,1125,49.66666667,50,6,3
26,2,2,5,2,1,2,2,1,3.941176471,3.625,4.2,4.25,1,1,1855,545,1291,-19,43.03333333,43,4,3
28,2,2,1,1,1,1,3,5,3.294117647,3.25,2.8,4,0,0,2855,1760,2855,1760,95.16666667,95,8,4
24,2,2,5,2,2,2,2,1,3.941176471,3.875,4.2,3.75,0,0,1245,1125,1245,1125,41.5,42,4,3
26,2,2,1,2,1,2,2,1,3.882352941,4.25,3.4,3.75,0,0,365,90,365,90,12.16666667,12,1,1
30,2,2,1,1,1,1,3,1,3.882352941,3.75,4.2,3.75,0,0,1825,365,1825,365,60.83333333,61,7,3
26,2,2,5,2,1,2,2,1,3.470588235,3.125,4,3.5,0,0,365,365,365,365,12.16666667,12,1,1
30,2,1,1,1,2,1,3,1,3.764705882,3.5,4.2,3.75,0,0,2585,1885,2585,1885,86.16666667,86,8,4
30,2,2,5,2,1,1,2,1,4.235294118,4.125,4.6,4,0,0,2920,1460,2920,1460,97.33333333,97,9,4
27,2,2,3,1,2,1,3,1,3.705882353,3.75,3.8,3.5,1,1,1855,515,1230,-110,41,41,4,3
24,2,2,5,2,2,1,2,5,3.823529412,3.875,3.6,4,0,0,1215,1215,1215,1215,40.5,41,4,3
26,2,2,2,2,1,1,3,1,3.823529412,3.5,4.4,3.75,1,1,1975,1185,1603,813,53.43333333,53,6,3
32,2,2,5,2,1,1,2,1,3.882352941,4,3.8,3.75,0,0,2310,760,2310,760,77,77,7,4
28,2,2,5,2,1,1,3,1,4.411764706,4.5,4.2,4.5,0,0,790,395,790,395,26.33333333,26,3,2
29,1,2,1,2,2,1,3,1,3.294117647,3.375,2.8,3.75,0,0,515,210,515,210,17.16666667,17,2,2
