나이,성별,결혼,종교,학위,부서,이직계획유무,건강상태,근무지역,공감_tot,공감_com,공감_sen,공감_ins,이직여부,이직퇴직여부,임상경력일,병동경력일,최종임상경력일,최종병동경력일_참고만,최종임상경력월,최종임상경력월_소수점반올림,최종임상경력년,년차_2
27,2,1,1,2,2,1,2,2,3.823529412,3.875,3.6,4,0,0,1640,1155,1640,1155,54.66666667,55,6,3
25,2,2,2,2,1,1,3,5,3.588235294,3.5,4.2,3,0,0,940,150,940,150,31.33333333,31,3,2
30,2,2,5,1,1,1,4,1,4.352941176,4.125,4.6,4.5,0,0,1185,515,1185,515,39.5,40,4,3
29,2,2,1,1,2,1,3,1,3.352941176,3.5,3.2,3.25,0,0,2555,790,2555,790,85.16666667,85,8,4
32,2,1,3,1,2,2,2,1,3.294117647,3.375,3.4,3,0,0,2490,2490,2490,2490,83,83,7,4
41,2,1,5,1,2,1,2,1,3.941176471,3.875,4.2,3.75,0,0,3830,180,3830,180,127.6666667,128,11,4
26,2,2,2,2,2,2,2,1,3.470588235,3.375,3.8,3.25,0,0,2370,1365,2370,1365,79,79,7,4
36,2,1,5,1,2,2,2,3,3.529411765,3.5,3.8,3.25,0,0,1825,1825,1825,1825,60.83333333,61,7,3
28,2,2,2,2,2,2,1,5,4.764705882,4.625,5,4.75,0,0,2370,1855,2370,1855,79,79,7,4
25,2,2,3,2,2,2,3,1,3.705882353,3.5,4.2,3.5,1,1,545,695,165,315,5.5,6,1,1
28,2,2,5,2,2,1,3,5,3.823529412,3.875,3.6,4,0,0,1095,1095,1095,1095,36.5,37,4,3
29,2,1,1,2,2,2,3,5,4,3.875,4.2,4,0,0,3830,2005,3830,2005,127.6666667,128,11,4
28,2,2,5,2,1,1,3,1,3.294117647,3.375,3.2,3.25,0,0,1790,1790,1790,1790,59.66666667,60,6,3
28,2,2,5,2,2,1,3,1,3.176470588,3.375,3.2,2.75,0,0,2705,2705,2705,2705,90.16666667,90,8,4
35,2,1,2,2,1,1,2,1,3.705882353,3.75,4,3.25,0,0,1825,365,1825,365,60.83333333,61,7,3
28,2,1,5,2,2,2,3,1,3.235294118,3,3.8,3,0,0,2950,1155,2950,1155,98.33333333,98,9,4
27,2,2,5,1,2,1,2,3,4.058823529,3.875,4.6,3.75,0,0,2370,2370,2370,2370,79,79,7,4
29,2,2,5,2,1,1,2,1,3.823529412,3.875,3.8,3.75,0,0,3615,2005,3615,2005,120.5,121,11,4
27,2,2,5,1,2,2,3,1,3.764705882,3.5,4,4,0,0,365,365,365,365,12.16666667,12,1,1
37,2,1,1,1,2,2,2,1,3.941176471,4,4.2,3.5,0,0,3740,545,3740,545,124.6666667,125,11,4
26,2,2,5,2,1,1,2,4,3.529411765,3.5,3.4,3.75,0,0,1155,1155,1155,1155,38.5,39,4,3
28,2,2,1,2,1,2,1,3,4.058823529,4.25,3.8,4,0,0,1730,1000,1730,1000,57.66666667,58,6,3
27,2,1,1,1,2,2,2,1,3.176470588,3.125,3.6,2.75,0,0,2250,1520,2250,1520,75,75,7,4
28,2,2,5,1,1,2,3,5,3.764705882,4.125,3.4,3.5,0,0,2555,730,2555,730,85.16666667,85,8,4
28,2,2,5,2,2,2,3,5,3.411764706,3.5,3.2,3.5,0,0,1975,150,1975,150,65.83333333,66,7,3
35,2,1,5,2,2,1,2,1,3.411764706,3.5,3.4,3.25,0,0,4380,1365,4380,1365,146,146,13,4
31,2,1,5,2,2,1,2,1,4.117647059,3.75,4.2,4.75,0,0,2825,1610,2825,1610,94.16666667,94,8,4
27,2,2,2,1,1,1,3,3,3.647058824,4,3.6,3,0,0,2430,1700,2430,1700,81,81,7,4
24,2,2,5,2,1,1,3,3,3.705882353,4.125,3.4,3.25,1,1,1125,605,856,336,28.53333333,29,3,2
27,2,2,5,2,2,2,1,1,3.764705882,4.125,3.8,3,0,0,575,30,575,30,19.16666667,19,2,2
27,2,2,2,1,2,2,2,5,3.470588235,3.25,3.6,3.75,0,0,3250,760,3250,760,108.3333333,108,9,4
30,2,2,2,1,2,2,3,5,3.470588235,4,3,3,1,1,2735,605,2444,314,81.46666667,81,7,4
31,2,2,1,2,1,1,2,3,3.882352941,3.75,4,4,0,0,2825,2825,2825,2825,94.16666667,94,8,4
29,2,2,5,1,1,2,3,1,2.941176471,2.875,3,3,0,0,2155,790,2155,790,71.83333333,72,7,3
27,2,2,5,2,1,1,3,1,3.470588235,3.375,3.8,3.25,0,0,820,880,820,880,27.33333333,27,3,2
26,2,2,5,2,1,1,2,5,3.764705882,3.5,4.2,3.75,0,0,1855,545,1855,545,61.83333333,62,7,3
27,2,2,5,2,1,2,2,1,4.647058824,4.75,4.6,4.5,0,0,2855,605,2855,605,95.16666667,95,8,4
41,2,1,1,1,2,1,2,1,4.588235294,4.5,4.8,4.5,0,0,5960,240,5960,240,198.6666667,199,17,4
25,2,2,2,1,2,2,2,5,3.823529412,3.625,4.2,3.75,0,0,365,60,365,60,12.16666667,12,1,1
26,2,2,5,2,2,2,2,1,4.058823529,4.5,3.8,3.5,0,0,1760,1490,1760,1490,58.66666667,59,6,3
25,2,2,5,2,2,1,3,3,3.235294118,3.25,3,3.5,0,0,910,760,910,760,30.33333333,30,3,2
23,2,2,1,1,1,1,2,1,4.176470588,4.625,3.6,4,1,1,1155,395,864,104,28.8,29,3,2
26,2,2,3,2,1,1,3,1,4.882352941,4.75,5,5,0,0,820,730,820,730,27.33333333,27,3,2
27,2,2,5,2,1,2,4,5,4.117647059,4,4.2,4.25,0,0,1580,1490,1580,1490,52.66666667,53,6,3
34,2,1,1,1,2,2,2,5,3.823529412,3.75,3.8,4,0,0,1000,2520,1000,2520,33.33333333,33,3,2
33,2,2,2,3,1,1,2,1,3.764705882,3.875,3.6,3.75,0,0,3650,730,3650,730,121.6666667,122,11,4
33,2,2,1,2,1,1,2,1,3.705882353,4,3.4,3.5,0,0,365,0,365,0,12.16666667,12,1,1
29,2,2,1,2,1,2,2,1,3.647058824,3.75,3.4,3.75,0,0,2855,1825,2855,1825,95.16666667,95,8,4
32,2,2,1,2,1,1,3,1,3.352941176,4,2.6,3,0,0,3375,1395,3375,1395,112.5,113,10,4
28,2,2,5,1,1,1,1,6,3.529411765,3.625,3.2,3.75,0,0,2520,300,2520,300,84,84,7,4
29,1,2,5,2,1,2,1,1,3.176470588,3.125,3.4,3,0,0,1490,365,1490,365,49.66666667,50,6,3
35,2,2,5,2,2,1,3,1,4,3.625,4.4,4.25,0,0,4045,1855,4045,1855,134.8333333,135,12,4
28,2,2,5,2,1,1,2,1,3.941176471,3.875,4.4,3.5,0,0,2615,1305,2615,1305,87.16666667,87,8,4
28,2,2,1,2,2,1,1,1,3.588235294,3.5,3.6,3.75,0,0,1305,1305,1305,1305,43.5,44,4,3
23,2,2,5,2,1,2,2,5,3.705882353,3.625,3.8,3.75,0,0,395,365,395,365,13.16666667,13,2,2
34,2,1,1,1,1,1,2,1,4,3.375,4.6,4.5,0,0,2585,485,2585,485,86.16666667,86,8,4
33,2,1,3,1,2,1,3,5,3.764705882,3.75,4,3.5,0,0,4195,2950,4195,2950,139.8333333,140,12,4
33,2,2,5,2,1,2,2,1,3.470588235,3.5,3.8,3,0,0,2555,2190,2555,2190,85.16666667,85,8,4
32,2,2,5,1,1,2,2,5,3,2.875,3.4,2.75,1,1,2585,425,2325,165,77.5,78,7,4
25,2,2,2,2,1,1,2,1,3.529411765,3.875,3.2,3.25,0,0,760,760,760,760,25.33333333,25,3,2
32,2,1,2,2,1,2,1,1,4.058823529,3.875,4.4,4,0,0,1460,30,1460,30,48.66666667,49,6,3
29,2,2,5,1,1,1,2,1,3.941176471,4,4.2,3.5,0,0,1335,820,1335,820,44.5,45,4,3
25,2,2,5,2,2,2,3,1,4.529411765,4.875,4.2,4.25,0,0,180,180,180,180,6,6,1,1
24,1,2,1,2,1,2,2,2,3.823529412,4.125,3.4,3.75,0,0,270,30,270,30,9,9,1,1
32,2,1,2,1,2,2,1,1,3.647058824,3.5,3.6,4,0,0,3070,30,3070,30,102.3333333,102,9,4
25,2,2,2,2,2,1,3,1,4,4.375,4,3.25,0,0,1215,1215,1215,1215,40.5,41,4,3
28,2,2,5,2,2,1,3,1,3.588235294,3.625,3.6,3.5,0,0,1825,1095,1825,1095,60.83333333,61,7,3
49,2,1,1,2,1,1,1,1,3.705882353,3.75,3.8,3.5,0,0,3890,910,3890,910,129.6666667,130,11,4
28,2,2,5,1,2,1,3,4,4.176470588,3.75,4.6,4.5,0,0,2885,2155,2885,2155,96.16666667,96,8,4
33,2,2,2,2,1,2,2,1,4.117647059,4.25,3.6,4.5,0,0,4045,1000,4045,1000,134.8333333,135,12,4
24,2,2,5,1,2,1,3,1,3.470588235,3.75,3.6,2.75,0,0,970,365,970,365,32.33333333,32,3,2
27,2,2,3,2,1,1,1,1,4.117647059,3.875,4.6,4,0,0,1365,1365,1365,1365,45.5,46,4,3
25,2,2,5,2,1,2,2,3,4.058823529,4,4.2,4,0,0,1580,1490,1580,1490,52.66666667,53,6,3
27,2,2,5,2,1,1,2,1,3.352941176,3.25,3.6,3.25,0,0,1790,1790,1790,1790,59.66666667,60,6,3
38,2,2,1,1,2,1,2,1,3.529411765,3.625,3.4,3.5,0,0,2920,2920,2920,2920,97.33333333,97,9,4
34,2,1,5,1,1,1,3,1,3.764705882,3.625,3.8,4,0,0,2310,425,2310,425,77,77,7,4
27,2,2,5,1,1,2,3,1,3.764705882,4,3.6,3.5,0,0,2035,120,2035,120,67.83333333,68,7,3
30,2,2,5,2,1,1,2,5,3.235294118,2.875,3.6,3.5,0,0,1825,30,1825,30,60.83333333,61,7,3
32,2,2,1,2,1,1,4,1,4.294117647,4.5,4,4.25,0,0,2885,605,2885,605,96.16666667,96,8,4
29,2,1,5,1,2,2,2,3,3.823529412,3.625,3.8,4.25,0,0,2735,515,2735,515,91.16666667,91,8,4
32,2,2,5,2,2,2,3,1,3.176470588,2.5,4.2,3.25,0,0,365,365,365,365,12.16666667,12,1,1
30,2,2,5,2,2,1,2,5,3.764705882,3.625,4,3.75,1,1,2220,455,2087,322,69.56666667,70,7,3
38,2,1,5,2,1,2,4,1,3.882352941,4.375,3.6,3.25,0,0,3800,820,3800,820,126.6666667,127,11,4
28,2,2,5,2,1,1,1,1,3.647058824,3.5,3.8,3.75,0,0,395,1185,395,1185,13.16666667,13,2,2
46,2,1,2,2,1,1,2,1,4.117647059,4.125,4.2,4,0,0,4560,1855,4560,1855,152,152,13,4
28,2,2,5,2,2,1,3,3,3.470588235,3.25,4,3.25,1,1,2585,1640,1878,933,62.6,63,7,3
30,2,1,3,1,2,2,3,5,3.294117647,3.25,3.8,2.75,0,0,2065,1825,2065,1825,68.83333333,69,7,3
26,2,2,5,1,1,1,3,2,3.117647059,2.875,3.6,3,0,0,730,365,730,365,24.33333333,24,2,2
27,2,2,2,2,2,2,2,5,3.823529412,3.625,4,4,0,0,1855,970,1855,970,61.83333333,62,7,3
29,2,2,5,1,1,2,2,1,3.352941176,3.625,3.4,2.75,0,0,2615,1520,2615,1520,87.16666667,87,8,4
27,2,2,1,2,1,1,2,1,3.117647059,3,3.4,3,1,1,1855,1125,1475,745,49.16666667,49,6,3
48,2,1,3,1,1,2,2,1,3.352941176,3.375,3.6,3,0,0,5475,1490,5475,1490,182.5,183,16,4
30,2,2,5,2,2,1,2,1,3.529411765,3.875,3.2,3.25,0,0,635,635,635,635,21.16666667,21,2,2
26,2,2,5,2,1,1,3,5,3.823529412,3.625,4.2,3.75,0,0,1030,485,1030,485,34.33333333,34,3,2
28,1,2,1,2,1,2,2,1,3.705882353,3.75,4,3.25,0,0,2615,1855,2615,1855,87.16666667,87,8,4
30,2,2,5,1,2,2,2,3,3.764705882,3.375,4,4.25,0,0,3950,1855,3950,1855,131.6666667,132,11,4
30,2,2,2,2,1,1,3,5,3.294117647,3.625,3,3,1,1,3740,605,3480,345,116,116,10,4
27,2,2,5,2,1,2,2,1,3.764705882,3.625,4,3.75,0,0,2065,2065,2065,2065,68.83333333,69,7,3
48,2,1,2,1,1,1,3,1,4,3.875,4.4,3.75,0,0,4075,760,4075,760,135.8333333,136,12,4
27,2,2,2,2,2,1,3,1,3.352941176,3.375,3,3.75,1,1,2220,575,1894,249,63.13333333,63,7,3
25,2,2,5,2,1,1,3,5,3.941176471,3.75,4.4,3.75,1,1,2220,850,1687,317,56.23333333,56,6,3
28,2,2,1,2,2,2,2,1,3.176470588,3.125,3.4,3,1,1,2735,545,2553,363,85.1,85,8,4
23,2,2,1,1,1,1,4,1,4.117647059,4.375,3.8,4,1,1,850,425,760,335,25.33333333,25,3,2
26,2,2,2,2,1,1,3,1,3.117647059,2.75,3.6,3.25,0,0,790,790,790,790,26.33333333,26,3,2
30,2,1,1,2,1,1,2,1,3.647058824,3.625,4,3.25,0,0,3070,3070,3070,3070,102.3333333,102,9,4
35,2,2,5,2,2,1,2,1,3.647058824,3.625,4,3.25,0,0,1155,820,1155,820,38.5,39,4,3
33,2,2,1,2,1,2,4,1,3.647058824,3.875,3.4,3.5,0,0,4045,2735,4045,2735,134.8333333,135,12,4
31,2,1,1,1,2,2,3,1,4.235294118,4.125,4.4,4.25,1,1,2520,545,2118,143,70.6,71,7,3
29,2,2,2,2,2,1,3,1,4.352941176,4.75,3.8,4.25,0,0,1125,760,1125,760,37.5,38,4,3
29,2,2,2,1,2,2,3,1,3.882352941,3.75,4.4,3.5,0,0,3220,455,3220,455,107.3333333,107,9,4
27,2,2,5,1,2,1,2,1,4,4,3.8,4.25,0,0,1790,180,1790,180,59.66666667,60,6,3
35,2,2,5,2,2,1,2,5,3.235294118,3.375,3.4,2.75,0,0,2920,2190,2920,2190,97.33333333,97,9,4
35,2,1,1,2,2,2,2,1,4.352941176,4.375,4.4,4.25,1,1,3345,395,3177,227,105.9,106,9,4
27,2,2,5,2,2,2,3,1,3.294117647,3.125,3.8,3,0,0,2735,1000,2735,1000,91.16666667,91,8,4
29,2,1,5,2,1,1,2,1,3.941176471,4.125,3.8,3.75,0,0,1825,365,1825,365,60.83333333,61,7,3
53,2,1,5,1,1,2,2,1,3.823529412,3.875,3.8,3.75,1,1,4315,4315,3906,3906,130.2,130,11,4
27,2,2,1,2,1,2,3,5,3.823529412,3.625,4,4,0,0,2430,1550,2430,1550,81,81,7,4
34,2,1,2,2,2,1,3,5,4.176470588,4.125,4.2,4.25,0,0,3070,365,3070,365,102.3333333,102,9,4
28,2,2,1,2,1,2,2,5,3.352941176,3.75,3.2,2.75,0,0,2155,1095,2155,1095,71.83333333,72,7,3
28,2,2,5,2,1,1,3,1,3.647058824,3.625,3.4,4,1,1,1185,455,810,80,27,27,3,2
28,2,2,2,2,1,1,3,1,3.588235294,3.625,3.6,3.5,1,1,1520,790,864,134,28.8,29,3,2
22,2,2,5,1,2,1,2,5,3.529411765,3.875,3.4,3,0,0,1335,1335,1335,1335,44.5,45,4,3
30,2,1,5,1,1,1,3,5,3.882352941,3.75,3.8,4.25,0,0,2585,1490,2585,1490,86.16666667,86,8,4
35,2,1,2,2,2,1,2,1,3.647058824,3.625,4,3.25,0,0,3495,730,3495,730,116.5,117,10,4
24,2,2,3,2,2,1,1,1,4.352941176,4.25,4.6,4.25,0,0,270,270,270,270,9,9,1,1
28,2,1,5,2,1,1,2,1,3.941176471,4,3.8,4,0,0,1700,1700,1700,1700,56.66666667,57,6,3
35,2,1,1,2,1,2,2,1,3.764705882,3.75,4.4,3,1,1,2520,545,2343,368,78.1,78,7,4
28,2,2,5,2,2,2,1,1,4.352941176,4.375,4.2,4.5,0,0,1395,1395,1395,1395,46.5,47,4,3
25,2,2,5,2,2,1,3,3,3.764705882,3.625,4.6,3,0,0,1245,485,1245,485,41.5,42,4,3
29,2,2,5,2,2,2,3,4,3.705882353,3.375,4,4,1,1,2370,455,2203,288,73.43333333,73,7,4
32,2,1,1,1,2,1,3,3,3.470588235,3.75,3.6,2.75,0,0,1855,790,1855,790,61.83333333,62,7,3
29,2,2,5,2,2,2,2,3,3.588235294,3.625,3.6,3.5,0,0,2490,1335,2490,1335,83,83,7,4
30,2,2,2,2,2,2,3,1,4.235294118,4.375,4.2,4,0,0,1275,1275,1275,1275,42.5,43,4,3
26,2,1,1,2,1,1,2,1,4.529411765,4.875,4.2,4.25,0,0,695,150,695,150,23.16666667,23,2,2
41,2,1,2,1,2,2,2,1,4.176470588,4,4.4,4.25,0,0,5475,5475,5475,5475,182.5,183,16,4
29,2,2,2,2,1,1,3,4,3.882352941,3.875,3.8,4,0,0,2280,1060,2280,1060,76,76,7,4
31,1,1,5,2,1,1,3,1,3.647058824,3.5,3.4,4.25,0,0,2190,730,2190,730,73,73,7,4
29,2,2,1,1,1,2,3,3,3.647058824,3.5,4,3.5,0,0,2825,820,2825,820,94.16666667,94,8,4
25,2,2,1,2,2,1,2,1,3.529411765,3.75,3.2,3.5,1,1,2005,1275,1746,1016,58.2,58,6,3
29,2,2,5,2,1,2,2,3,2.823529412,2.875,3,2.5,0,0,2250,425,2250,425,75,75,7,4
28,1,2,5,2,2,2,2,1,4,4.125,3.8,4,0,0,545,545,545,545,18.16666667,18,2,2
33,2,2,4,2,1,1,2,1,3.352941176,3.875,2.8,3,0,0,1275,1125,1275,1125,42.5,43,4,3
27,1,2,1,2,2,1,2,1,3.705882353,3.75,4,3.25,0,0,120,120,120,120,4,4,1,1
38,1,2,1,1,1,1,3,5,3.235294118,3.375,3.4,2.75,0,0,3710,1460,3710,1460,123.6666667,124,11,4
25,2,2,3,2,2,2,2,1,3.058823529,2.875,3.4,3,0,0,60,60,60,60,2,2,1,1
26,2,2,5,2,2,1,2,3,4.294117647,3.875,4.6,4.75,1,1,1490,395,715,-380,23.83333333,24,2,2
33,1,2,1,2,1,1,2,1,4.176470588,4,4.6,4,0,0,2645,730,2645,730,88.16666667,88,8,4
31,2,2,5,2,2,1,2,1,4.411764706,4.125,5,4.25,0,0,425,425,425,425,14.16666667,14,2,2
33,2,2,1,2,1,1,2,1,3.882352941,3.625,4.4,3.75,0,0,1885,485,1885,485,62.83333333,63,7,3
26,2,1,2,2,1,1,3,1,4,4.25,4,3.5,1,1,1855,1490,1748,1383,58.26666667,58,6,3
31,2,1,1,3,1,2,3,1,4,4.125,3.8,4,0,0,3315,1490,3315,1490,110.5,111,10,4
27,2,2,5,1,2,1,3,3,3.470588235,3.125,3.8,3.75,0,0,2490,1395,2490,1395,83,83,7,4
33,1,1,5,2,2,1,3,1,3.411764706,3.625,3.2,3.25,0,0,3650,1215,3650,1215,121.6666667,122,11,4
25,2,2,2,2,1,1,3,1,3.941176471,3.625,4.4,4,0,0,1490,1490,1490,1490,49.66666667,50,6,3
29,2,2,5,1,1,1,2,1,4.117647059,4.25,4,4,0,0,1095,240,1095,240,36.5,37,4,3
28,2,2,2,2,2,1,2,1,3.705882353,3.5,3.8,4,0,0,1945,1030,1945,1030,64.83333333,65,7,3
25,2,2,1,2,2,2,1,1,4.647058824,4.75,4.8,4.25,0,0,1580,1490,1580,1490,52.66666667,53,6,3
26,2,2,1,2,1,1,3,1,3.647058824,4.125,3.4,3,0,0,485,120,485,120,16.16666667,16,2,2
26,2,2,5,2,2,1,2,1,4.235294118,4.375,4.2,4,0,0,1700,1155,1700,1155,56.66666667,57,6,3
43,2,1,2,1,2,2,2,1,4,4,4.4,3.5,0,0,1095,1095,1095,1095,36.5,37,4,3
28,2,2,5,2,1,1,2,5,3.529411765,3.5,3.8,3.25,0,0,2250,425,2250,425,75,75,7,4
30,2,1,1,2,1,1,2,1,4,4.375,3.6,3.75,0,0,1640,1550,1640,1550,54.66666667,55,6,3
31,2,2,1,2,1,1,2,1,3.882352941,3.75,4.2,3.75,0,0,2190,545,2190,545,73,73,7,4
30,2,2,5,2,2,1,2,1,3.941176471,4.125,4,3.5,0,0,4045,2250,4045,2250,134.8333333,135,12,4
28,2,1,3,1,2,1,3,5,3.470588235,3.375,4,3,0,0,1825,365,1825,365,60.83333333,61,7,3
20,2,2,5,1,2,2,2,1,3.705882353,3.75,3.8,3.5,0,0,2220,2220,2220,2220,74,74,7,4
35,2,2,1,2,1,1,2,1,3.764705882,4,4,3,0,0,2190,1095,2190,1095,73,73,7,4
25,2,2,5,2,1,2,2,4,4.294117647,4.625,4.4,3.5,0,0,425,425,425,425,14.16666667,14,2,2
27,2,2,5,2,2,1,4,1,4,4.375,3.6,3.75,0,0,1760,1760,1760,1760,58.66666667,59,6,3
24,2,2,2,2,1,1,3,1,3.470588235,4,3.2,2.75,1,1,1335,545,1061,271,35.36666667,35,3,2
39,2,1,5,2,2,2,2,1,3.941176471,3.875,4,4,1,1,4345,485,4177,317,139.2333333,139,12,4
31,2,1,3,2,1,2,2,3,3.647058824,3.625,3.8,3.5,0,0,3680,2220,3680,2220,122.6666667,123,11,4
26,2,2,5,2,1,1,2,1,3.764705882,3.75,4,3.5,0,0,545,545,545,545,18.16666667,18,2,2
28,2,2,5,1,1,1,2,5,3.235294118,3.5,3,3,0,0,2190,1520,2190,1520,73,73,7,4
29,2,2,1,1,2,2,3,1,3.823529412,3.875,3.8,3.75,0,0,2615,575,2615,575,87.16666667,87,8,4
39,2,1,2,1,2,1,2,5,3.470588235,3.5,3.8,3,0,0,4380,1460,4380,1460,146,146,13,4
26,2,2,5,2,1,2,2,1,3.882352941,3.75,4.2,3.75,0,0,730,365,730,365,24.33333333,24,2,2
28,2,2,5,1,1,2,2,1,4.058823529,3.875,4.4,4,0,0,3585,1915,3585,1915,119.5,120,10,4
32,2,1,1,2,2,1,3,1,3.117647059,3.375,3.2,2.5,0,0,4345,2250,4345,2250,144.8333333,145,13,4
39,2,1,1,1,2,2,2,1,2.941176471,3.125,3,2.5,0,0,1855,1760,1855,1760,61.83333333,62,7,3
35,2,1,5,2,2,2,2,4,4.294117647,4.5,4.4,3.75,1,1,2155,455,1773,73,59.1,59,6,3
35,2,2,3,1,2,1,3,5,3.529411765,3.375,4,3.25,0,0,1825,730,1825,730,60.83333333,61,7,3
42,2,1,2,1,1,1,2,1,4.235294118,4,4.2,4.75,0,0,4745,330,4745,330,158.1666667,158,14,4
40,2,1,5,1,1,2,4,3,3.470588235,3.375,3.6,3.5,1,1,3315,3315,2995,2995,99.83333333,100,9,4
24,2,2,5,1,2,2,3,5,3.588235294,3.625,3.6,3.5,1,1,2035,455,1684,104,56.13333333,56,6,3
30,2,2,5,1,1,2,2,1,3.235294118,3.375,3,3.25,0,0,3315,1125,3315,1125,110.5,111,10,4
25,2,2,5,2,2,1,3,1,3.941176471,4.25,3.6,3.75,0,0,1060,695,1060,695,35.33333333,35,3,2
24,2,2,3,2,1,1,2,5,4,4,4,4,0,0,1700,1125,1700,1125,56.66666667,57,6,3
24,2,2,1,2,2,1,3,1,4.176470588,3.875,4.8,4,0,0,1490,1125,1490,1125,49.66666667,50,6,3
32,2,1,5,2,1,1,2,5,3.411764706,3.375,3.4,3.5,0,0,1825,730,1825,730,60.83333333,61,7,3
27,2,2,3,2,1,1,3,5,3.647058824,3.5,4.4,3,0,0,2585,635,2585,635,86.16666667,86,8,4
28,2,2,5,2,1,2,2,1,3.764705882,3.875,3.8,3.5,0,0,3615,1790,3615,1790,120.5,121,11,4
32,2,1,1,2,1,2,2,3,3.588235294,3.75,3.6,3.25,0,0,1520,1520,1520,1520,50.66666667,51,6,3
33,2,2,5,2,1,2,2,5,2.764705882,2.5,3.4,2.5,0,0,2825,1095,2825,1095,94.16666667,94,8,4
27,2,2,5,2,1,2,3,1,4.470588235,4.625,4.6,4,0,0,1425,455,1425,455,47.5,48,4,3
28,2,2,2,2,1,1,3,1,4.294117647,4.625,4,4,0,0,365,365,365,365,12.16666667,12,1,1
34,2,2,3,1,1,1,2,5,3.352941176,3.5,3.4,3,0,0,4315,1155,4315,1155,143.8333333,144,12,4
36,2,1,1,1,1,1,2,2,4.117647059,4.375,3.8,4,0,0,2460,1095,2460,1095,82,82,7,4
33,2,1,1,1,2,1,2,4,3.647058824,3.75,3.6,3.5,0,0,3070,270,3070,270,102.3333333,102,9,4
30,2,2,5,2,1,2,2,5,4.117647059,3.75,4.8,4,0,0,4045,2280,4045,2280,134.8333333,135,12,4
31,1,2,5,2,1,2,1,1,3.235294118,3.125,3.2,3.5,0,0,2035,1060,2035,1060,67.83333333,68,7,3
31,2,2,1,1,2,2,1,1,4.117647059,4,4.6,3.75,0,0,3680,1125,3680,1125,122.6666667,123,11,4
26,2,2,1,2,1,2,2,3,4,4.25,4,3.5,0,0,1520,1030,1520,1030,50.66666667,51,6,3
28,2,2,5,1,2,1,2,1,3.941176471,4,4.2,3.5,0,0,3680,2220,3680,2220,122.6666667,123,11,4
50,2,1,5,2,2,2,2,1,4.058823529,4.375,4,3.5,0,0,11070,1945,11070,1945,369,369,31,4
27,2,2,5,2,2,1,4,1,3.529411765,3.625,3.6,3.25,1,1,2220,2220,2147,2147,71.56666667,72,7,3
37,2,1,5,2,2,1,3,4,3.941176471,3.875,4.2,3.75,1,1,4045,515,3907,377,130.2333333,130,11,4
29,2,2,1,2,2,1,2,1,3.764705882,3.875,3.6,3.75,0,0,1460,730,1460,730,48.66666667,49,6,3
26,2,2,3,1,2,1,3,5,3.470588235,3.75,3.2,3.25,0,0,365,365,365,365,12.16666667,12,1,1
29,2,2,5,1,1,1,2,1,3.588235294,3.5,3.6,3.75,0,0,1095,365,1095,365,36.5,37,4,3
27,2,2,5,1,1,1,2,1,3.529411765,3.375,3.6,3.75,0,0,1215,1215,1215,1215,40.5,41,4,3
33,2,1,1,2,1,2,3,1,3.294117647,3.25,3.2,3.5,0,0,3345,3345,3345,3345,111.5,112,10,4
27,2,2,1,2,1,2,2,1,3.411764706,3.5,3.2,3.5,0,0,1095,30,1095,30,36.5,37,4,3
26,2,2,5,2,2,1,1,1,3,3,3,3,1,1,1550,1490,1017,957,33.9,34,3,2
24,2,2,5,2,1,1,3,4,3.588235294,3.5,3.6,3.75,1,1,1030,880,909,759,30.3,30,3,2
22,2,2,5,1,2,2,1,1,3.470588235,3.5,3.8,3,0,0,760,150,760,150,25.33333333,25,3,2
25,2,2,1,2,1,1,2,1,3.647058824,3.5,4,3.5,0,0,790,790,790,790,26.33333333,26,3,2
28,2,2,1,1,2,2,2,1,2.882352941,2.625,3.4,2.75,0,0,3585,1670,3585,1670,119.5,120,10,4
28,2,1,1,2,2,2,2,1,4.058823529,3.875,4.2,4.25,0,0,2035,760,2035,760,67.83333333,68,7,3
29,2,2,5,1,1,2,3,3,3.117647059,2.625,4,3,0,0,2250,760,2250,760,75,75,7,4
31,2,1,5,1,1,1,2,5,3.705882353,3.75,3.6,3.75,0,0,395,395,395,395,13.16666667,13,2,2
34,2,1,5,2,1,2,2,1,3.470588235,3.625,3.6,3,1,1,4345,455,4238,348,141.2666667,141,12,4
34,2,1,5,2,1,2,2,1,3.647058824,3.25,4.4,3.5,0,0,3650,2220,3650,2220,121.6666667,122,11,4
28,2,2,2,1,2,2,2,4,3.882352941,3.5,4.4,4,0,0,1825,1095,1825,1095,60.83333333,61,7,3
30,2,2,5,1,1,1,2,1,3.294117647,3.625,3,3,0,0,2190,240,2190,240,73,73,7,4
26,2,2,1,2,2,2,3,1,3.470588235,3.625,3.2,3.5,1,1,1790,455,1608,273,53.6,54,6,3
28,2,2,5,2,1,2,1,1,4,4,4,4,0,0,1095,515,1095,515,36.5,37,4,3
31,2,1,1,1,2,2,2,4,3.941176471,4.125,3.8,3.75,0,0,4195,3070,4195,3070,139.8333333,140,12,4
37,2,2,3,1,2,2,3,1,3.882352941,4,3.6,4,1,1,3495,3495,3204,3204,106.8,107,9,4
26,2,2,3,2,1,1,3,5,3.294117647,3.625,3.2,2.75,0,0,1855,1855,1855,1855,61.83333333,62,7,3
