나이,성별,결혼,종교_최종,학위_최종,부서,이직계획유무,건강상태_최종,근무지역_최종,공감_tot,공감_com,공감_sen,공감_ins,이직여부,이직+퇴직여부,임상경력(일),최종임상경력(일),최종임상경력(월),최종임상경력(년),병동경력(일),년차_최종,연차별시작문항응답,연차별최종문항응답
28,2,2,2,2,1,2,1,1,3.76,3.88,3.8,3.5,0,0,3615,3615,121,11,1790,3,13,13
34,2,2,1,1,1,1,1,2,3.35,3.5,3.4,3,0,0,4315,4315,144,12,1155,3,13,13
30,2,2,2,2,1,2,1,2,4.12,3.75,4.8,4,0,0,4045,4045,135,12,2280,3,13,13
31,2,2,1,1,2,2,1,1,4.12,4,4.6,3.75,0,0,3680,3680,123,11,1125,3,13,13
28,2,2,2,1,2,1,1,1,3.94,4,4.2,3.5,0,0,3680,3680,123,11,2220,3,13,13
37,2,1,2,2,2,1,2,2,3.94,3.88,4.2,3.75,1,1,4045,3907,130,11,515,3,13,13
26,2,2,2,2,2,1,1,1,3,3,3,3,1,1,1550,1017,34,3,1490,1,123,13
28,2,2,1,1,2,2,1,1,2.88,2.63,3.4,2.75,0,0,3585,3585,120,10,1670,3,13,13
34,2,1,2,2,1,2,1,1,3.47,3.63,3.6,3,1,1,4345,4238,141,12,455,3,13,13
31,2,1,1,1,2,2,1,2,3.94,4.13,3.8,3.75,0,0,4195,4195,140,12,3070,3,13,13
37,2,2,1,1,2,2,2,1,3.88,4,3.6,4,1,1,3495,3204,107,9,3495,3,13,13
26,2,2,1,2,1,1,2,2,3.29,3.63,3.2,2.75,0,0,1855,1855,62,7,1855,2,123,13
30,2,2,1,2,1,1,2,2,3.18,3,3.4,3.25,1,1,4045,3270,109,10,790,3,13,123
31,2,2,1,2,2,1,2,1,3.88,3.5,4.4,4,0,0,820,820,27,3,820,1,13,123
38,1,1,2,2,2,2,1,1,3.47,3.75,3.2,3.25,0,0,1185,1185,40,4,1155,2,13,123
26,2,2,2,2,1,2,2,1,4.53,4.5,4.8,4.25,1,1,1855,1749,58,6,395,2,123,13
33,2,1,1,2,2,2,1,1,4.47,3.88,5,5,1,1,2950,2771,92,8,395,3,13,13
30,2,2,1,2,2,2,1,1,3.59,3.5,4,3.25,0,0,1760,1760,59,6,1125,2,13,13
23,2,2,2,2,2,1,2,1,3.41,3.63,3.8,2.5,0,0,1245,1245,42,4,1000,2,13,123
24,2,2,2,2,1,1,1,1,3.24,2.5,3.8,4,0,0,1700,1700,57,6,1700,2,123,13
29,2,1,2,2,1,2,2,2,3.88,3.88,4,3.75,0,0,4045,4045,135,12,1245,3,13,13
26,2,2,2,2,2,1,2,1,3.88,3.75,4,4,1,1,1520,776,26,3,605,1,123,123
39,2,1,1,2,1,1,2,2,3.53,3.63,3.8,3,0,0,2490,2490,83,7,2035,3,123,13
26,2,2,2,2,2,1,1,1,4.12,4.13,4,4.25,0,0,1490,1490,50,6,970,2,13,13
28,2,1,2,2,2,1,1,2,3.82,3.63,4,4,0,0,3100,3100,103,9,1640,3,123,13
25,2,2,1,2,2,1,1,1,3.35,3.63,3.2,3,0,0,2005,2005,67,7,1245,2,13,13
28,2,2,1,2,1,1,1,1,3.94,3.88,4,4,0,0,2005,2005,67,7,1490,2,123,13
25,2,2,2,1,1,2,1,2,3.59,3.5,3.8,3.5,0,0,2520,2520,84,7,1185,3,13,123
30,2,2,2,1,1,2,1,1,2.82,2.88,3,2.5,0,0,3740,3740,125,11,455,3,13,13
30,2,2,1,2,1,1,2,1,4.41,4.63,4.8,3.5,0,0,3250,3250,108,9,1425,3,13,13
25,2,2,2,2,2,1,2,1,4.24,4,4.2,4.75,0,0,910,910,30,3,910,1,13,13
33,2,1,2,2,1,2,2,1,4.35,4.38,4.4,4.25,0,0,4045,4045,135,12,1915,3,13,13
35,2,1,1,2,2,2,2,1,3.65,3.38,3.8,4,0,0,4045,4045,135,12,4045,3,13,13
39,2,1,1,1,2,2,1,1,3.59,3.25,4,3.75,0,0,4045,4045,135,12,1125,3,13,13
38,2,2,2,1,1,1,2,1,3.29,3.25,3.4,3.25,1,1,4345,4279,143,12,395,3,13,13
33,2,1,1,1,1,2,2,1,3.53,3.75,2.8,4,1,1,4045,3846,128,11,515,3,13,13
30,2,1,1,1,1,1,2,1,4.24,4,4.2,4.75,1,1,2125,1415,47,4,760,2,123,13
26,2,1,1,1,1,2,1,1,4.12,4.13,4.2,4,0,0,910,910,30,3,910,1,13,13
25,2,2,1,1,1,1,2,2,3.59,3.75,3.6,3.25,1,1,2490,1834,61,7,850,2,123,13
28,2,2,2,1,2,2,2,1,3.59,3.38,3.8,3.75,1,1,1885,1229,41,4,940,2,123,13
29,2,2,2,1,1,1,2,1,3.65,3.75,4,3,0,0,2950,2950,98,9,1640,3,13,13
26,2,2,2,2,1,1,1,1,4.35,4.25,4.8,4,0,0,1245,1245,42,4,665,2,123,13
30,2,2,1,2,1,1,2,1,3.76,3.5,4.2,3.75,0,0,1580,1580,53,6,1125,2,13,13
26,2,2,2,2,2,1,2,1,3.65,4,3.8,2.75,0,0,2585,2585,86,8,545,3,123,13
32,2,2,2,1,1,1,1,1,3.47,3.63,3.6,3,1,1,3435,2809,94,8,910,3,123,13
34,2,1,2,2,1,1,2,1,3.53,3,4.2,3.75,0,0,4045,4045,135,12,1275,3,13,13
27,2,2,1,1,1,2,2,1,3.71,3.88,3.6,3.5,0,0,1185,1185,40,4,1245,2,13,13
31,2,2,1,1,1,1,2,1,3.12,3.13,3.6,2.5,0,0,4105,4105,137,12,940,3,13,13
26,2,2,2,1,1,2,2,1,3.41,3.25,3.8,3.25,0,0,2125,2125,71,7,1245,2,123,13
33,2,2,1,1,2,2,2,1,4,3.88,4.2,4,0,0,4345,4345,145,13,2490,3,13,13
25,2,2,1,1,2,2,1,1,2.76,2.75,3,2.5,0,0,2585,2585,86,8,1490,3,123,123
29,2,2,1,2,1,1,1,1,3,2.75,3.4,3,0,0,3770,3770,126,11,1580,3,13,123
30,2,1,2,2,1,1,1,1,3.88,4,4,3.5,0,0,3375,3375,113,10,850,3,13,13
32,2,1,2,1,2,1,2,1,3.53,3.63,3.6,3.25,0,0,4075,4075,136,12,1155,3,13,13
30,2,2,1,2,2,2,1,1,3.94,3.88,4,4,0,0,4075,4075,136,12,2980,3,13,13
34,1,1,1,2,1,2,1,2,3.59,3.38,4,3.5,0,0,2950,2950,98,9,1855,3,123,13
29,2,2,1,1,2,1,2,1,3.29,3.38,3.4,3,0,0,4045,4045,135,12,2460,3,13,13
31,2,2,2,1,1,2,1,1,2.94,2.63,3.4,3,1,1,3375,3038,101,9,575,3,123,13
29,2,1,2,2,1,1,1,1,3.65,3.63,4,3.25,1,1,3950,3813,127,11,455,3,13,13
32,2,2,2,2,2,1,1,1,3.18,2.75,3.6,3.5,0,0,3950,3950,132,11,2585,3,13,13
31,2,2,2,1,2,2,1,1,3.88,3.88,3.8,4,0,0,4135,4135,138,12,4135,3,13,123
23,2,2,1,2,1,2,1,1,3.76,4,4.2,2.75,0,0,790,790,26,3,790,1,13,13
27,2,2,1,2,1,2,2,1,3.06,2.75,3.6,3,0,0,760,760,25,3,2220,1,13,13
32,2,2,1,1,2,1,2,1,3.18,3,3.2,3.5,0,0,4345,4345,145,13,2705,3,13,13
29,2,1,2,2,1,2,1,1,3.35,3.5,3.4,3,0,0,3830,3830,128,11,1490,3,13,123
31,1,2,2,2,1,1,2,1,4.24,4.38,4.2,4,0,0,1275,1275,43,4,1275,2,123,13
30,2,2,2,2,1,2,1,2,4.18,3.75,4.6,4.5,0,0,760,760,25,3,760,1,13,123
31,2,1,2,1,1,2,1,2,3.35,3.38,3.6,3,0,0,4105,4105,137,12,2065,3,13,13
26,2,2,2,2,2,2,1,1,4,3.75,4.4,4,0,0,2220,2220,74,7,1490,3,13,13
28,1,1,2,1,1,1,1,2,3.06,3.25,2.8,3,1,1,1855,1809,60,6,395,2,13,123
30,2,2,1,2,1,2,1,1,3.65,3.5,4,3.5,1,1,3315,2963,99,9,545,3,13,13
31,2,1,1,2,1,1,1,1,3.41,3.25,3.6,3.5,0,0,4045,4045,135,12,2220,3,13,13
28,2,1,2,1,2,2,2,1,3.41,3.25,3.8,3.25,0,0,2220,2220,74,7,395,3,123,13
27,2,2,2,2,1,1,1,1,3.82,3.38,4.4,4,1,1,2095,1743,58,6,665,2,13,13
28,2,2,2,2,2,1,2,2,2.94,2.88,3,3,0,0,2220,2220,74,7,1060,3,13,13
28,2,2,2,1,1,2,1,2,3.76,3.88,3.8,3.5,0,0,3315,3315,111,10,2735,3,13,13
35,2,1,1,2,2,1,1,1,3.47,3.38,4.2,2.75,0,0,1490,1490,50,6,1275,2,13,13
33,2,2,1,2,1,2,1,1,3.41,3.5,3.4,3.25,0,0,4255,4255,142,12,4255,3,13,13
28,2,2,1,1,2,2,1,1,4.18,4.13,4.4,4,0,0,3435,3435,115,10,1155,3,13,13
27,2,2,1,1,2,1,2,2,3.88,4,3.8,3.75,0,0,3315,3315,111,10,1125,3,13,13
27,1,2,1,2,1,1,2,1,4.35,4.38,4,4.75,1,1,1945,1428,48,4,820,2,123,13
30,2,2,1,2,1,2,2,2,3.82,3.88,3.6,4,0,0,3710,3710,124,11,1060,3,13,13
27,2,2,2,2,1,1,1,1,3.71,3.5,3.8,4,0,0,1700,1700,57,6,940,2,123,123
26,2,2,2,2,2,1,1,2,3.41,3.63,3.4,3,0,0,2280,2280,76,7,1700,3,123,13
29,2,2,1,1,2,1,2,1,3.65,4,4,2.5,1,1,665,588,20,2,395,1,13,123
43,2,1,1,1,1,2,1,1,3.71,3.75,3.6,3.75,0,0,4345,4345,145,13,2220,3,13,13
27,2,2,1,2,1,1,2,1,4.06,4,4.2,4,0,0,2765,2765,92,8,605,3,13,13
42,2,1,2,1,2,1,1,1,3.88,3.88,4.2,3.5,0,0,2370,2370,79,7,760,3,13,13
29,2,1,1,2,2,1,2,1,4,4.13,3.8,4,0,0,3890,3890,130,11,575,3,13,13
32,2,2,2,2,2,2,1,1,3.47,3.25,3.8,3.5,0,0,3680,3680,123,11,1490,3,13,13
24,2,2,2,2,2,2,1,2,3.71,3.75,3.6,3.75,0,0,1335,1335,45,4,1000,2,123,13
47,2,1,1,2,1,2,2,1,3.71,3.88,3.4,3.75,0,0,2310,2310,77,7,1335,3,13,13
29,2,2,2,1,1,2,2,1,3.06,2.75,3.6,3,1,1,3465,3085,103,9,425,3,13,13
26,2,2,2,2,2,1,1,1,4.29,4.5,4,4.25,1,1,2035,1836,61,7,515,2,13,13
26,2,2,1,2,2,2,2,1,4.35,4.13,4.8,4.25,1,1,1760,1622,54,6,395,2,13,13
25,2,2,1,1,2,1,2,1,3.35,3.38,3.2,3.5,1,1,2585,2138,71,7,760,2,123,13
26,2,2,1,1,2,1,2,1,3.82,3.75,4.2,3.5,1,1,2585,1972,66,7,970,2,123,13
25,2,2,1,2,1,1,2,2,4,4.13,4,3.75,0,0,1155,1155,39,4,1155,2,13,13
28,2,1,2,2,1,1,1,2,3.24,2.75,4.2,3,0,0,2250,2250,75,7,545,3,13,13
26,2,1,1,2,1,2,1,1,4.71,4.88,4.4,4.75,0,0,3315,3315,111,10,760,3,13,13
25,2,2,1,2,1,1,1,1,3.24,2.88,3.8,3.25,1,1,2250,1777,59,6,820,2,123,13
32,2,2,1,2,1,1,1,2,4.29,4,4.6,4.5,1,1,4045,3482,116,10,665,3,13,13
29,2,2,1,2,2,1,1,1,3.59,3.63,3.6,3.5,0,1,2675,2264,75,7,760,3,123,13
32,2,2,1,1,1,1,2,1,3.76,3.38,4.4,3.75,1,1,2250,1625,54,6,1060,2,123,13
46,2,1,1,2,1,1,1,2,3.35,3.25,3.2,3.75,0,1,4345,3993,133,12,695,3,13,13
28,2,1,2,2,1,1,1,1,3.94,4,4,3.75,1,1,2950,2204,73,7,1000,3,123,123
24,2,2,2,2,1,1,2,1,3.53,3.75,3.8,2.75,0,0,1155,1155,39,4,1155,2,13,13
25,2,2,1,1,1,1,1,2,2.71,2.88,2.6,2.5,1,1,1490,1473,49,6,1490,2,13,123
29,2,1,1,2,1,2,2,1,4,4.5,3.8,3.25,0,0,2980,2980,99,9,2980,3,123,13
28,2,2,1,2,2,1,1,2,3.88,3.75,4,4,0,0,3070,3070,102,9,1365,3,13,123
25,2,2,2,2,2,2,1,1,3.29,3.63,3.2,2.75,1,1,1855,1089,36,3,1125,1,123,13
25,2,2,1,2,2,1,1,2,3.71,3.38,4.4,3.5,1,1,1640,1260,42,4,760,2,123,13
37,2,1,1,1,2,2,1,1,4.06,4.13,4.2,3.75,0,0,2585,2585,86,8,1855,3,13,13
27,2,2,1,1,1,1,2,1,3.41,3.25,3.2,4,0,0,2765,2765,92,8,1855,3,123,13
24,2,2,2,2,1,1,2,1,4.29,4.5,4.2,4,1,1,1305,711,24,2,760,1,123,13
36,1,1,1,1,2,1,1,1,3.65,3.63,4.4,2.75,1,1,3130,3068,102,9,425,3,13,13
27,2,2,2,2,2,1,2,1,3.35,3.38,3.6,3,0,0,1855,1855,62,7,1855,2,13,123
31,2,1,1,2,1,2,1,2,4.35,4.75,4.2,3.75,0,0,2490,2490,83,7,1395,3,123,13
31,2,2,2,2,2,1,1,1,4,3.88,4.2,4,0,0,2645,2645,88,8,1275,3,123,13
30,2,2,2,1,2,2,1,2,3.18,2.88,3.8,3,0,0,4045,4045,135,12,2220,3,13,13
37,2,2,2,1,1,1,2,2,3.59,3.5,3.8,3.5,1,1,2250,1670,56,6,880,2,123,13
29,2,2,2,2,2,1,1,1,4,4,4,4,1,1,2220,1445,48,4,1155,2,123,13
28,2,2,2,1,2,1,2,1,3.59,3,4.6,3.5,0,0,3980,3980,133,12,3980,3,13,13
20,2,2,2,2,2,1,1,1,3.29,3.25,3.6,3,1,1,2645,2293,76,7,695,3,123,123
26,2,2,2,2,2,2,1,1,3.94,4,4,3.75,0,0,2370,2370,79,7,1425,3,123,13
26,1,2,2,2,1,2,1,1,3.76,3.63,3.6,4.25,1,1,1245,1197,40,4,425,2,123,13
27,1,2,2,2,2,1,1,1,4.59,4.5,4.6,4.75,1,1,2095,1382,46,4,1000,2,123,13
28,2,1,1,2,1,2,1,2,3.65,3.25,4,4,0,0,2430,2430,81,7,2430,3,13,123
24,2,2,1,2,2,2,2,1,4.35,4.25,4.6,4.25,1,1,1395,1318,44,4,395,2,123,123
32,2,2,1,2,2,1,1,2,3.76,3.88,4,3.25,1,1,2250,2050,68,7,760,2,13,13
27,2,2,2,1,1,2,1,1,3.47,3.5,3.6,3.25,0,0,3770,3770,126,11,2430,3,13,13
29,1,2,1,2,2,1,1,1,4.35,4.25,4.4,4.5,0,0,3100,3100,103,9,2735,3,13,13
24,2,2,2,1,2,2,2,1,3.65,3.63,3.6,3.75,0,0,1640,1640,55,6,1490,2,123,13
27,2,2,2,2,1,1,2,2,3.88,3.75,4.2,3.75,1,1,1915,1454,48,4,455,2,13,123
29,2,2,1,2,1,2,1,1,3.59,4,3.2,3.25,0,0,2220,2220,74,7,2430,3,13,13
32,2,1,1,2,2,1,2,1,3.47,3.63,3.6,3,1,1,3770,3453,115,10,635,3,13,13
28,2,2,1,1,2,2,2,1,3.94,4,3.8,4,1,1,3010,2655,89,8,695,3,13,13
28,2,2,2,1,1,1,1,2,3.35,3,4,3.25,0,0,2950,2950,98,9,1155,3,123,13
25,2,2,2,2,1,1,2,2,4.12,4.25,4,4,1,1,1395,649,22,2,1125,1,123,13
24,2,2,2,1,2,1,1,2,3.29,3.38,3.2,3.25,0,0,2765,2765,92,8,1155,3,13,13
25,2,2,1,2,1,2,1,1,4.29,4,4.4,4.75,1,1,1855,1687,56,6,1305,2,123,13
27,2,2,2,2,2,2,1,1,4.12,4.38,4,3.75,0,0,2220,2220,74,7,2220,3,13,13
22,2,2,2,2,2,2,1,1,3.76,3.88,3.6,3.75,0,0,790,790,26,3,790,1,13,13
